"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"59150757",1123,14251.3,9.23169326782227,2,2,1,"2012-01"
"59150758",499,18278.4,8.94000053405762,2,2,1,"2012-01"
"59150759",478,9735.2,8.9399995803833,2,2,1,"2012-01"
"59150760",577,18493.6,8.9399995803833,2,2,1,"2012-01"
"59150761",644,18400,8.94000053405762,4,4,1,"2012-01"
"59150762",785,9974.6,8.94000053405762,4,4,1,"2012-01"
"59150763",375,12335.5,8.94000053405762,1,1,1,"2012-01"
"59150777",1212,77692.3,23.430850982666,2,2,1,"2012-01"
"59150779",987,59101.8,12.1899995803833,1,1,1,"2012-01"
"59150780",2306,34728.9,14.65074634552,5,5,1,"2012-01"
"59150782",464,28466.3,18.291332244873,3,3,1,"2012-01"
"59150784",642,37764.7,20.4799995422363,1,1,1,"2012-01"
"59150785",1895,38991.8,17.574405670166,4,4,1,"2012-01"
"59150786",566,33099.4,12.1799993515015,2,2,1,"2012-01"
"59150787",488,50309.3,12.1800003051758,2,2,1,"2012-01"
"59150788",707,28857.1,12.1803159713745,2,2,1,"2012-01"
"59150790",1182,28076,20.475736618042,4,4,1,"2012-01"
"59150791",593,32404.4,20.4700012207031,1,1,1,"2012-01"
"59150792",855,35041,20.4751510620117,2,2,1,"2012-01"
"59150793",981,43991,19.4862041473389,2,2,1,"2012-01"
"59150795",882,18375,13.4573488235474,3,3,1,"2012-01"
"59150816",318,25039.4,5.36999988555908,1,1,1,"2012-01"
"59150817",572,21423.2,5.36999988555908,2,2,1,"2012-01"
"59150819",415,30970.1,5.37000036239624,4,4,1,"2012-01"
"59150820",534,40454.5,5.36999988555908,3,3,1,"2012-01"
"59150821",473,30915,5.36999988555908,2,2,1,"2012-01"
"59150822",435,27531.6,5.36999988555908,2,2,1,"2012-01"
"59150823",475,26098.9,5.36999988555908,1,1,1,"2012-01"
"59150824",400,22727.3,5.36999988555908,1,1,1,"2012-01"
"59150827",457,13132.2,5.36999988555908,2,2,1,"2012-01"
"59150828",682,13612.8,5.36999988555908,3,3,1,"2012-01"
"59150831",630,26923.1,5.36999988555908,4,4,1,"2012-01"
"59150832",765,15454.5,5.37000036239624,2,2,1,"2012-01"
"59150837",452,24301.1,7.11077308654785,2,2,1,"2012-01"
"59150840",432,24685.7,9.31188297271729,2,2,1,"2012-01"
"59150841",506,28111.1,13.1363019943237,2,2,1,"2012-01"
"59150845",674,24963,8.16343402862549,3,3,1,"2012-01"
"59150846",780,29771,5.44436311721802,2,2,1,"2012-01"
"59150850",2277,15889.7,16.0271873474121,6,6,1,"2012-01"
"59150859",412,26928.1,5.29529619216919,2,2,1,"2012-01"
"59150861",613,26085.1,1.52935481071472,2,2,1,"2012-01"
"59150863",596,10856.1,3.96388792991638,4,4,1,"2012-01"
"59150864",506,28587.6,7.15999984741211,1,1,1,"2012-01"
"59150865",698,19442.9,6.963698387146,3,3,1,"2012-01"
"59150866",567,31676,7.15999984741211,2,2,1,"2012-01"
"59150871",548,1746.3,3.93709707260132,7,7,1,"2012-01"
"59150872",423,5437,2.25457000732422,4,4,1,"2012-01"
"59150873",512,8139.9,2.57245373725891,2,2,1,"2012-01"
"59150874",592,3462,2.25391530990601,5,5,1,"2012-01"
"59150875",530,15588.2,3.1416916847229,2,2,1,"2012-01"
"59150876",580,17365.3,2.18084573745728,2,2,1,"2012-01"
"59150877",358,21309.5,4.60701084136963,4,4,1,"2012-01"
"59150878",540,15562,2.98456120491028,2,2,1,"2012-01"
"59150879",634,12431.4,4.75,2,2,1,"2012-01"
"59150880",587,11834.7,3.66275024414062,2,2,1,"2012-01"
"59150881",594,9054.9,1.87568080425262,4,4,1,"2012-01"
"59150882",700,8872,2.49473333358765,4,4,1,"2012-01"
"59150883",465,2725.7,1.5922600030899,8,8,1,"2012-01"
"59150884",369,4538.7,1.73840224742889,3,3,1,"2012-01"
"59150885",438,631.3,1.45251715183258,13,13,1,"2012-01"
"59150886",489,971.2,2.51539826393127,11,11,1,"2012-01"
"59150887",511,3098.8,2.72948026657104,4,4,1,"2012-01"
"59150888",459,5151.5,2.05198836326599,4,4,1,"2012-01"
"59150889",512,4620.9,2.21753811836243,6,6,1,"2012-01"
"59150890",569,5066.8,1.84136533737183,4,4,1,"2012-01"
"59150891",520,2476.2,2.01049423217773,5,5,1,"2012-01"
"59150892",434,2759.1,2.43190217018127,6,6,1,"2012-01"
"59150893",544,4839.9,2.41999983787537,2,2,1,"2012-01"
"59150894",630,6344.4,2.63314914703369,4,4,1,"2012-01"
"59150895",533,5120.1,2.005934715271,3,3,1,"2012-01"
"59150896",523,5397.3,2.63047933578491,4,4,1,"2012-01"
"59150897",605,5233.6,2.63744592666626,4,4,1,"2012-01"
"59150898",497,3750.9,2.57215547561646,6,6,1,"2012-01"
"59150899",528,3922.7,2.51912403106689,5,5,1,"2012-01"
"59150900",441,5000,2.54163265228271,3,3,1,"2012-01"
"59150901",449,4397.6,2.04630827903748,4,4,1,"2012-01"
"59150902",394,3885.6,2.1291971206665,4,4,1,"2012-01"
"59150903",497,2522.8,2.20226860046387,6,6,1,"2012-01"
"59150904",419,3301.8,2.14041209220886,6,6,1,"2012-01"
"59150905",520,3685.3,2.29633784294128,3,3,1,"2012-01"
"59150906",486,3799.8,2.27810454368591,4,4,1,"2012-01"
"59150907",609,3720.2,2.49095869064331,6,6,1,"2012-01"
"59150908",508,2273.9,2.63982367515564,7,7,1,"2012-01"
"59150909",517,2065.5,2.95293879508972,5,5,1,"2012-01"
"59150910",475,2683.6,2.60266613960266,6,6,1,"2012-01"
"59150911",551,1146,1.65680468082428,9,9,1,"2012-01"
"59150912",500,2913.8,1.87901544570923,5,5,1,"2012-01"
"59150913",503,2637.7,1.88866865634918,5,5,1,"2012-01"
"59150914",489,3154.8,2.06309509277344,5,5,1,"2012-01"
"59150915",474,3959.9,1.24467158317566,6,6,1,"2012-01"
"59150916",447,4249,1.65154039859772,4,4,1,"2012-01"
"59150917",487,2740.6,1.96169710159302,4,4,1,"2012-01"
"59150918",453,4206.1,1.74103164672852,2,2,1,"2012-01"
"59150919",454,1217.2,1.15751242637634,9,9,1,"2012-01"
"59150920",526,5182.3,1.82752406597137,4,4,1,"2012-01"
"59150922",489,5451.5,2.01558613777161,3,3,1,"2012-01"
"59150923",598,4472.7,1.50950646400452,2,2,1,"2012-01"
"59150924",605,6641.1,1.997642993927,4,4,1,"2012-01"
"59150925",532,6193.2,2.12876343727112,2,2,1,"2012-01"
"59150926",713,6571.4,2.72876715660095,3,3,1,"2012-01"
"59150927",644,5739.8,2.17639684677124,6,6,1,"2012-01"
"59150928",459,5088.7,1.85191106796265,5,5,1,"2012-01"
"59150929",431,4556,2.24148178100586,3,3,1,"2012-01"
"59150930",444,3925.7,2.76999998092651,2,2,1,"2012-01"
"59150931",478,3027.2,2.72789430618286,5,5,1,"2012-01"
"59150932",435,1239,1.30701720714569,11,11,1,"2012-01"
"59150933",447,2895.1,1.41937160491943,4,4,1,"2012-01"
"59150934",402,659.3,0.942859768867493,11,11,1,"2012-01"
"59150935",439,3864.4,1.54405117034912,4,4,1,"2012-01"
"59150953",558,334.3,0.787953436374664,22,22,1,"2012-01"
"59150954",434,994.5,2.09975981712341,9,9,1,"2012-01"
"59150955",577,3142.7,2.77674031257629,3,3,1,"2012-01"
"59150956",580,4603.2,2.43562722206116,6,6,1,"2012-01"
"59150957",440,2684.6,2.35228824615479,6,6,1,"2012-01"
"59150958",376,3904.5,2.23642349243164,2,2,1,"2012-01"
"59150959",503,3954.4,2.1555802822113,5,5,1,"2012-01"
"59150960",446,3391.6,2.08262372016907,4,4,1,"2012-01"
"59150961",480,2779.4,2.02962875366211,4,4,1,"2012-01"
"59150962",465,3843,2.41424202919006,4,4,1,"2012-01"
"59150963",446,4259.8,2.51687335968018,3,3,1,"2012-01"
"59150964",598,3895.8,2.85841536521912,7,7,1,"2012-01"
"59150965",415,4621.4,2.74980711936951,4,4,1,"2012-01"
"59150966",510,4713.5,2.76137566566467,4,4,1,"2012-01"
"59150967",588,4586.6,2.76977109909058,2,2,1,"2012-01"
"59150968",516,2421.4,2.7198748588562,6,6,1,"2012-01"
"59150969",573,3730.5,2.7193284034729,4,4,1,"2012-01"
"59150970",517,3628.1,2.72116994857788,5,5,1,"2012-01"
"59150971",512,3088.1,2.39054727554321,5,5,1,"2012-01"
"59150972",679,5003.7,2.72000002861023,3,3,1,"2012-01"
"59150973",641,5432.2,3.10301089286804,4,4,1,"2012-01"
"59150974",520,4395.6,3.10965013504028,4,4,1,"2012-01"
"59150975",691,7906.2,3.06217074394226,4,4,1,"2012-01"
"59150976",621,4529.5,2.71132946014404,6,6,1,"2012-01"
"59150977",796,6109,2.94999980926514,3,3,1,"2012-01"
"59150978",410,3723.9,2.88355946540833,4,4,1,"2012-01"
"59150979",453,2894.6,3.04409074783325,4,4,1,"2012-01"
"59150980",498,3539.4,2.25758504867554,4,4,1,"2012-01"
"59150981",396,2769.2,2.9674334526062,3,3,1,"2012-01"
"59150982",609,4445.3,2.55534863471985,4,4,1,"2012-01"
"59150983",604,527.6,1.57270777225494,17,17,1,"2012-01"
"59150984",499,2272.3,2.07977032661438,6,6,1,"2012-01"
"59150985",637,2544.9,2.39661478996277,7,7,1,"2012-01"
"59150986",516,3720.3,2.71374988555908,6,6,1,"2012-01"
"59150987",1002,1561.5,2.84079718589783,15,15,1,"2012-01"
"59151198",500,860,7.14623641967773,10,10,1,"2012-01"
"59151199",532,7358.2,4.0046501159668,6,6,1,"2012-01"
"59151200",499,9415.1,3.12793970108032,2,2,1,"2012-01"
"59151201",405,9142.2,3.13141059875488,2,2,1,"2012-01"
"59151202",448,10275.2,3.64999985694885,1,1,1,"2012-01"
"59151203",573,10213.9,3.67710304260254,3,3,1,"2012-01"
"59151204",638,10722.7,3.65000009536743,4,4,1,"2012-01"
"59151205",257,7219.1,3.71507000923157,4,4,1,"2012-01"
"59151206",690,10764.4,4.52971363067627,2,2,1,"2012-01"
"59151207",527,1305.7,4.01750421524048,7,7,1,"2012-01"
"59151208",734,2193,4.80001926422119,8,8,1,"2012-01"
"59151209",667,6292.5,3.67306280136108,4,4,1,"2012-01"
"59151211",584,6058.1,2.74032402038574,4,4,1,"2012-01"
"59151213",644,4450.6,2.58351469039917,5,5,1,"2012-01"
"59151214",628,7715,2.79660654067993,5,5,1,"2012-01"
"59151215",543,5146.9,3.30376529693604,5,5,1,"2012-01"
"59151216",651,7587.4,3.03545713424683,7,7,1,"2012-01"
"59151217",405,8282.2,2.28999996185303,2,2,1,"2012-01"
"59151219",457,459.3,1.36703622341156,17,17,1,"2012-01"
"59151220",476,3736.3,2.116046667099,4,4,1,"2012-01"
"59151221",709,11623,2.14295792579651,2,2,1,"2012-01"
"59151222",583,5383.2,2.41834950447083,4,4,1,"2012-01"
"59151223",588,5130.9,2.46092629432678,4,4,1,"2012-01"
"59151224",731,5618.8,2.5730357170105,4,3,0.75,"2012-01"
"59151225",559,5896.6,2.50999975204468,4,2,0.5,"2012-01"
"59151226",666,6247.7,3.27999997138977,4,2,0.5,"2012-01"
"59151227",589,6129,NA,4,0,0,"2012-01"
"59151228",599,5190.6,3.27999997138977,3,1,0.333333333333333,"2012-01"
"59151229",895,7775.8,NA,4,0,0,"2012-01"
"59151230",365,6103.7,2.93999981880188,2,1,0.5,"2012-01"
"59151231",300,3841.2,2.94000005722046,2,1,0.5,"2012-01"
"59151234",292,8366.8,2.82999992370605,2,1,0.5,"2012-01"
"59151236",1133,6225.3,2.82999992370605,5,1,0.2,"2012-01"
"59151351",784,14332.7,5.8273401260376,2,2,1,"2012-01"
"59151352",404,10631.6,3.8600001335144,1,1,1,"2012-01"
"59151353",454,6102.2,4.85252857208252,4,2,0.5,"2012-01"
"59151354",480,7894.7,3.8600001335144,3,1,0.333333333333333,"2012-01"
"59151355",678,7306,3.8600001335144,4,1,0.25,"2012-01"
"59151356",1190,20659.7,NA,2,0,0,"2012-01"
"59151357",627,5573.3,NA,4,0,0,"2012-01"
"59151358",482,7824.7,2.9416286945343,4,2,0.5,"2012-01"
"59151359",594,7029.6,2.92036652565002,3,2,0.666666666666667,"2012-01"
"59151360",552,7282.3,2.93721842765808,4,2,0.5,"2012-01"
"59151361",538,4543.9,2.92000007629395,4,2,0.5,"2012-01"
"59151362",579,7442.2,NA,1,0,0,"2012-01"
"59151363",658,6811.6,2.99085903167725,4,2,0.5,"2012-01"
"59151364",718,7907.5,2.98907279968262,3,3,1,"2012-01"
"59151365",534,7864.5,3.04999995231628,2,1,0.5,"2012-01"
"59151366",496,3289.1,3.48632407188416,6,6,1,"2012-01"
"59151367",555,6423.6,5.08172559738159,4,2,0.5,"2012-01"
"59151368",568,6120.7,3.04999995231628,3,1,0.333333333333333,"2012-01"
"59151369",702,4692.5,NA,5,0,0,"2012-01"
"59151370",768,6649.4,NA,6,0,0,"2012-01"
"59151371",647,6063.7,NA,3,0,0,"2012-01"
"59151372",554,4946.4,NA,2,0,0,"2012-01"
"59151373",728,3886.8,NA,4,0,0,"2012-01"
"59151407",534,1492,NA,5,0,0,"2012-01"
"59151408",440,9565.2,NA,2,0,0,"2012-01"
"59151409",548,4914.8,NA,6,0,0,"2012-01"
"59151410",566,6535.8,NA,2,0,0,"2012-01"
"59151411",712,7518.5,3.02480554580688,4,2,0.5,"2012-01"
"59151412",547,5621.8,2.75999999046326,3,2,0.666666666666667,"2012-01"
"59151413",590,5629.8,3.33842635154724,4,4,1,"2012-01"
"59151414",854,6354.2,3.04155135154724,5,4,0.8,"2012-01"
"59151415",611,4876.3,3.30210876464844,4,4,1,"2012-01"
"59151416",548,7007.7,3.27037358283997,3,3,1,"2012-01"
"59151417",495,6496.1,3.18525576591492,2,2,1,"2012-01"
"59151418",592,9736.8,3.62672138214111,6,6,1,"2012-01"
"59151419",487,6424.8,3.52878594398499,5,5,1,"2012-01"
"59151420",576,5765.8,3.52530407905579,6,6,1,"2012-01"
"59151423",865,20843.4,3.5699999332428,2,2,1,"2012-01"
"59151424",567,5334,3.50910210609436,3,3,1,"2012-01"
"59151425",574,2440.5,3.21618437767029,6,6,1,"2012-01"
"59151426",533,2812.7,2.71379017829895,6,6,1,"2012-01"
"59151427",565,4858.1,3.32268857955933,3,3,1,"2012-01"
"59151428",519,7168.5,3.32000017166138,4,4,1,"2012-01"
"59151429",590,5917.8,3.31234383583069,5,5,1,"2012-01"
"59151430",420,6122.4,3.31462216377258,4,4,1,"2012-01"
"59151432",610,4955.3,3.3260178565979,3,3,1,"2012-01"
"59151433",478,6620.5,3.04776644706726,4,4,1,"2012-01"
"59151434",486,5618.5,3.21074867248535,3,3,1,"2012-01"
"59151435",537,8111.8,3.99857425689697,4,4,1,"2012-01"
"59151436",482,6807.9,3.56149101257324,2,2,1,"2012-01"
"59151437",423,7434.1,3.77247500419617,2,2,1,"2012-01"
"59151438",412,7317.9,4.13227653503418,2,2,1,"2012-01"
"59151439",501,2849.8,3.88642501831055,4,4,1,"2012-01"
"59151440",485,6928.6,2.70423007011414,2,2,1,"2012-01"
"59151441",533,5743.5,2.89927935600281,4,4,1,"2012-01"
"59151442",519,4621.5,4.0899076461792,2,2,1,"2012-01"
"59151443",505,1263.1,5.20423364639282,6,4,0.666666666666667,"2012-01"
"59151444",878,1600.7,NA,7,0,0,"2012-01"
"59151448",660,4570.6,3.05000019073486,2,2,1,"2012-01"
"59151449",527,6782.5,3.30907273292542,4,4,1,"2012-01"
"59151450",663,4175.1,3.37363433837891,6,6,1,"2012-01"
"59151451",589,5785.9,3.37987995147705,5,5,1,"2012-01"
"59151452",538,6148.6,3.20710563659668,5,4,0.8,"2012-01"
"59151453",626,7390.8,3.46292853355408,6,6,1,"2012-01"
"59151454",537,8731.7,3.24221897125244,3,3,1,"2012-01"
"59151455",916,11698.6,3.59412932395935,3,3,1,"2012-01"
"59151456",715,4805.1,3.46308279037476,6,6,1,"2012-01"
"59151457",518,6632.5,3.28991079330444,4,4,1,"2012-01"
"59151458",650,9420.3,3.00665187835693,4,4,1,"2012-01"
"59151459",531,8021.1,3.20381569862366,4,3,0.75,"2012-01"
"59151460",414,6438.6,3.22000002861023,4,2,0.5,"2012-01"
"59151461",649,10000,3.22000026702881,2,1,0.5,"2012-01"
"59151463",458,11036.1,NA,2,0,0,"2012-01"
"59151464",451,7631.1,NA,4,0,0,"2012-01"
"59151465",503,9901.6,NA,2,0,0,"2012-01"
"59151467",520,34666.7,6.02999973297119,2,1,0.5,"2012-01"
"59151469",696,7837.8,NA,1,0,0,"2012-01"
"59151470",670,8589.7,NA,2,0,0,"2012-01"
"59151471",742,6993.4,NA,2,0,0,"2012-01"
"59151472",577,7167.7,2.70000004768372,3,1,0.333333333333333,"2012-01"
"59151473",690,8060.7,2.70000004768372,2,1,0.5,"2012-01"
"59151474",647,7567.3,2.52292466163635,6,2,0.333333333333333,"2012-01"
"59151475",735,6453,2.50999999046326,2,1,0.5,"2012-01"
"59151476",736,4482.3,NA,5,0,0,"2012-01"
"59151477",822,5858.9,NA,2,0,0,"2012-01"
"59151478",642,2014.4,2.51418399810791,10,10,1,"2012-01"
"59151479",745,8652.7,2.70000004768372,2,2,1,"2012-01"
"59151480",538,4180.3,2.40639901161194,3,3,1,"2012-01"
"59151481",614,6233.5,2.68419075012207,4,4,1,"2012-01"
"59151482",559,8054.8,2.16096687316895,2,2,1,"2012-01"
"59151483",634,9505.2,2.94457864761353,4,4,1,"2012-01"
"59151484",503,5945.6,3.01092457771301,4,2,0.5,"2012-01"
"59151485",586,4164.9,2.76000022888184,4,2,0.5,"2012-01"
"59151486",735,8467.7,NA,5,0,0,"2012-01"
"59152941",1691,2379,1.36328899860382,12,4,0.333333333333333,"2012-01"
"59152942",1104,1652.2,1.7227349281311,13,8,0.615384615384615,"2012-01"
"59152943",660,4925.4,2.0263786315918,3,3,1,"2012-01"
"59152944",676,8345.7,2.25561714172363,4,4,1,"2012-01"
"59152945",1325,4942.2,2.99570178985596,5,5,1,"2012-01"
"59152946",927,5591.1,3.14585113525391,4,2,0.5,"2012-01"
"59153075",444,4654.1,3.8600001335144,2,1,0.5,"2012-01"
"59153076",238,4630.4,NA,1,0,0,"2012-01"
"59153077",457,7020,NA,2,0,0,"2012-01"
"59153078",691,6599.8,NA,2,0,0,"2012-01"
"59153079",594,8092.6,NA,6,0,0,"2012-01"
"59153080",578,8072.6,NA,3,0,0,"2012-01"
"59153081",376,5053.8,2.50550556182861,2,2,1,"2012-01"
"59153082",339,3937.3,2.3159658908844,4,4,1,"2012-01"
"59153083",362,2238.7,2.17024660110474,5,5,1,"2012-01"
"59153084",666,5423.5,3.2075514793396,6,6,1,"2012-01"
"59153085",496,8857.1,2.30999994277954,3,3,1,"2012-01"
"59153086",684,10737.8,2.30999994277954,3,3,1,"2012-01"
"59153087",750,8650.5,2.30999994277954,3,3,1,"2012-01"
"59153088",676,5787.7,2.8308048248291,6,6,1,"2012-01"
"59153089",706,8305.9,3.11326861381531,3,3,1,"2012-01"
"59153090",787,10128.7,2.76822257041931,4,4,1,"2012-01"
"59153091",719,11376.6,2.82054376602173,3,3,1,"2012-01"
"59153092",466,7979.5,2.92459177970886,6,6,1,"2012-01"
"59153093",653,6795,3,3,3,1,"2012-01"
"59153094",484,9699.4,2.99999976158142,2,2,1,"2012-01"
"59153095",548,7258.3,6.10087919235229,4,4,1,"2012-01"
"59153096",627,7464.3,4.34663534164429,4,4,1,"2012-01"
"59153097",1067,1201,6.12775087356567,16,16,1,"2012-01"
"59153098",510,2975.5,5.07963514328003,4,4,1,"2012-01"
"59153123",554,16198.8,4.75,1,1,1,"2012-01"
"59153124",321,18882.4,4.73301792144775,2,2,1,"2012-01"
"59153132",1359,11306.2,11.5803718566895,3,3,1,"2012-01"
"59153133",714,10393,7.91402912139893,3,3,1,"2012-01"
"59153134",581,16183.8,8.77299404144287,4,4,1,"2012-01"
"59153135",827,15258.3,7.60995244979858,4,4,1,"2012-01"
"59153136",985,18274.6,6.16194581985474,2,2,1,"2012-01"
"59153137",645,18587.9,10.0125093460083,2,2,1,"2012-01"
"59153138",573,10324.3,11.9585371017456,3,3,1,"2012-01"
"59153139",495,13750,11.9554719924927,4,4,1,"2012-01"
"59153140",790,10394.7,11.9499998092651,2,2,1,"2012-01"
"59153141",724,15146.4,7.13548135757446,2,2,1,"2012-01"
"59153142",500,15197.6,4.36999988555908,2,2,1,"2012-01"
"59153144",765,17708.3,5.89211082458496,2,2,1,"2012-01"
"59153145",590,8663.7,4.37000036239624,2,2,1,"2012-01"
"59153146",8778,8068.8,8.58825492858887,15,15,1,"2012-01"
"59153151",641,5864.6,5.61854076385498,4,4,1,"2012-01"
"59153152",935,7030.1,7.29731607437134,4,4,1,"2012-01"
"59153153",768,15641.5,6.80460739135742,2,2,1,"2012-01"
"59153154",841,11139.1,6.8082914352417,4,4,1,"2012-01"
"59153155",481,6073.2,5.35717725753784,3,3,1,"2012-01"
"59153156",356,8661.8,5.88859701156616,2,2,1,"2012-01"
"59153157",575,8646.6,6.65795087814331,2,2,1,"2012-01"
"59153158",727,9008.7,7.15916776657104,4,4,1,"2012-01"
"59153159",654,8861.8,7.96999979019165,4,4,1,"2012-01"
"59153160",741,10263.2,7.97000074386597,2,2,1,"2012-01"
"59153161",552,12988.2,3.72007751464844,4,4,1,"2012-01"
"59153162",504,17027,3.12000012397766,2,2,1,"2012-01"
"59153163",425,5195.6,7.96999979019165,2,2,1,"2012-01"
"59153164",1593,16074.7,7.64610528945923,4,4,1,"2012-01"
"59153165",525,16104.3,5.82000017166138,2,2,1,"2012-01"
"59153166",1091,9864.4,6.79440259933472,3,3,1,"2012-01"
"59153167",616,3634.2,3.02714276313782,4,4,1,"2012-01"
"59153168",1096,36655.5,9.1057767868042,2,2,1,"2012-01"
"59153171",742,11041.7,17.3772373199463,4,4,1,"2012-01"
"59153172",784,37874.4,20.4884300231934,2,2,1,"2012-01"
"59153181",554,640.9,7.86498737335205,17,17,1,"2012-01"
"59153182",454,30469.8,8.61456775665283,2,2,1,"2012-01"
"59153183",814,10369.4,6.07883262634277,3,3,1,"2012-01"
"59153184",639,8287.9,7.09323406219482,3,3,1,"2012-01"
"59153185",447,8514.3,5.73948907852173,2,2,1,"2012-01"
"59153186",483,6939.7,5.28153324127197,4,4,1,"2012-01"
"59153187",815,14476,5.6388897895813,4,4,1,"2012-01"
"59153188",252,1547,5.24259376525879,4,4,1,"2012-01"
"59153189",535,2392.7,6.3311333656311,4,4,1,"2012-01"
"59153190",629,3130.9,6.31342792510986,5,5,1,"2012-01"
"59153191",558,9893.6,5.92101287841797,4,4,1,"2012-01"
"59153192",552,18278.1,4.51999998092651,2,2,1,"2012-01"
"59153193",664,13551,4.51999998092651,2,2,1,"2012-01"
"59153194",345,17336.7,4.48368072509766,4,4,1,"2012-01"
"59153195",371,18275.9,4.30635929107666,2,2,1,"2012-01"
"59153196",495,15372.7,4.51999998092651,1,1,1,"2012-01"
"59153197",528,734,14.2447481155396,12,12,1,"2012-01"
"59153198",517,7333.3,3.97450923919678,4,4,1,"2012-01"
"59153199",458,16014,3.98000001907349,2,2,1,"2012-01"
"59153200",578,4473.7,3.97584748268127,3,3,1,"2012-01"
"59153201",590,9562.4,3.48752164840698,4,4,1,"2012-01"
"59153202",479,17230.2,3.81799817085266,2,2,1,"2012-01"
"59153203",528,18526.3,3.81678581237793,2,2,1,"2012-01"
"59153204",400,13201.3,3.82348155975342,2,2,1,"2012-01"
"59153205",409,15261.2,2.9938325881958,2,2,1,"2012-01"
"59153206",562,16578.2,2.26301264762878,4,4,1,"2012-01"
"59153207",483,11985.1,1.28000009059906,2,2,1,"2012-01"
"59153208",605,2420,2.55086183547974,8,7,0.875,"2012-01"
"59153209",485,6726.8,1.56863951683044,2,2,1,"2012-01"
"59153210",499,5076.3,2.0789155960083,4,4,1,"2012-01"
"59153211",475,5529.7,2.33149838447571,4,4,1,"2012-01"
"59153212",426,5101.8,1.99383640289307,2,2,1,"2012-01"
"59153213",563,4443.6,3.49850273132324,4,4,1,"2012-01"
"59153214",604,2898.3,3.0001540184021,7,4,0.571428571428571,"2012-01"
"59153215",814,562.9,4.26596927642822,22,16,0.727272727272727,"2012-01"
"59153216",841,6089.8,3.56493330001831,4,4,1,"2012-01"
"59153217",546,4727.3,2.79277586936951,4,4,1,"2012-01"
"59153218",520,4933.6,2.99656414985657,4,4,1,"2012-01"
"59153219",489,10653.6,2.99809813499451,2,2,1,"2012-01"
"59153220",410,5678.7,3,2,2,1,"2012-01"
"59153221",631,8100.1,3.13214707374573,4,4,1,"2012-01"
"59153222",666,5131,3.27458786964417,4,4,1,"2012-01"
"59153223",479,3748,3.82422804832458,5,5,1,"2012-01"
"59153224",786,5687.4,3.10397839546204,4,4,1,"2012-01"
"59153225",579,5017.3,2.79988408088684,3,3,1,"2012-01"
"59153226",632,5979.2,2.90127110481262,4,4,1,"2012-01"
"59153227",694,6641.1,2.98726034164429,6,6,1,"2012-01"
"59153228",577,6534.5,3.19223499298096,2,2,1,"2012-01"
"59153229",580,7295.6,3.74767780303955,2,2,1,"2012-01"
"59153230",799,4493.8,3.97184371948242,5,5,1,"2012-01"
"59153231",482,8546.1,4.48900842666626,4,4,1,"2012-01"
"59153232",504,2718.4,5.33234596252441,6,6,1,"2012-01"
"59153246",943,54195.4,23.0635395050049,2,2,1,"2012-01"
"59153249",574,1846.3,3.20289468765259,9,9,1,"2012-01"
"59153250",385,542.4,3.09316468238831,13,13,1,"2012-01"
"59153251",536,3290.4,2.69552874565125,3,3,1,"2012-01"
"59153252",614,5061.8,2.84999990463257,4,4,1,"2012-01"
"59153253",432,1212.1,4.28810405731201,8,8,1,"2012-01"
"59153254",420,1680.7,3.81423401832581,5,5,1,"2012-01"
"59153255",631,3150.3,3.71202039718628,6,6,1,"2012-01"
"59153256",526,5943.5,3.3899998664856,4,4,1,"2012-01"
